3,1492515641,212.99,707.00,6.57,7.81,24.25,0.00,0.00,1.00,85.00,0.00,0.00,0.00,-0.22852012157388357,0.32980108937492392
3,1492515723,212.99,700.90,6.68,8.46,24.69,0.00,0.00,1.00,85.00,0.00,0.00,0.00,-0.22852012157388357,0.32980108937492392
3,1492515798,212.99,684.30,6.66,7.53,24.69,0.00,0.00,1.00,85.00,0.00,0.00,0.00,-0.22852012157388357,0.32980108937492392
3,1492515873,212.99,685.70,6.82,7.72,24.62,0.00,0.00,1.00,85.00,0.00,0.00,0.00,-0.22852012157388357,0.32980108937492392
3,1492515955,212.99,687.30,6.28,7.57,24.94,0.00,0.00,1.00,85.00,0.00,0.00,0.00,-0.22852012157388357,0.32980108937492392
3,1492516090,212.99,665.60,6.28,7.00,0.00,0.00,0.00,1.00,85.00,0.00,0.00,0.00,-0.22852012157388357,0.32980108937492392
3,1492516169,212.99,687.60,6.10,6.40,0.00,0.00,0.00,1.00,24.37,0.00,0.00,0.00,-0.22852012157388357,0.32980108937492392
3,1492516244,212.99,702.90,6.12,6.56,0.00,0.00,0.00,1.00,24.44,0.00,0.00,0.00,-0.22852012157388357,0.32980108937492392
3,1492516328,212.99,701.80,5.95,7.13,0.00,0.00,0.00,1.00,24.44,0.00,0.00,0.00,-0.22852012157388357,0.32980108937492392
3,1492516411,212.99,703.70,6.01,7.35,0.00,0.00,0.00,1.00,24.44,0.00,0.00,0.00,-0.22852012157388357,0.32980108937492392
3,1492516487,212.99,711.00,5.96,6.89,0.00,0.00,0.00,1.00,24.44,0.00,0.00,0.00,-0.22852012157388357,0.32980108937492392
3,1492516570,212.99,720.20,6.01,6.61,0.00,0.00,0.00,1.00,24.44,0.00,0.00,0.00,-0.22852012157388357,0.32980108937492392
